,outstanding,total_pemakaian_retail,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan,flag_kredit_macet
0,-0.48005870764652236,-0.25553877307613143,0.04727466417322045,-0.36179069996819896,0.01827083837440898,0.01249085227117539,1.8785037879882516,-0.25954474496438146,-0.5463270587343626,-0.8097284505160702,-0.6737510966395586,-1.354345190148973,-1.1837310704491006,0
1,-0.4704039918276037,-0.25542297248907136,-0.0814048066221073,-0.36179069996819896,-0.0380719689278844,-0.05563947731618551,-1.2585479638834567,-0.2594313045037132,-0.5458883928738234,-0.8706617863749542,-0.7386820944573458,-1.376185685133923,-1.2338062699873382,0
2,-0.20050649477205995,-0.25555063065258415,0.0445169771094983,-0.36179069996819896,0.037272785421264276,0.013110838270420372,0.8803509573611403,-0.25955636087211875,-0.5463940077381351,-0.6599833275919583,-0.564762900249381,-0.7810189604224678,-0.6149530357161588,0
3,-0.33637648387467567,0.06443490003551892,0.0445169771094983,-0.36179069996819896,-0.019228245865162315,-0.040214770697607004,2.8053599864812777,0.05390755956230161,0.05711295544919387,-0.5796345809685266,-0.6772464902018934,-1.1390477778897459,-0.43272965703943356,0
4,-0.09118760734790692,0.08082080924894257,0.0394675135818609,-0.36179069996819896,0.035381632087100635,0.012381843743835615,-1.0624822293647387,0.06995950832034972,0.7858701833185663,0.8089638291973312,-0.260482348155727,0.332017924499217,-0.45600605778121966,0
5,-0.22299816737881453,0.20995385344137105,-0.0814048066221073,-0.36179069996819896,-0.016628851840116688,-0.027004299790617723,0.7734060112989105,0.1964606979308425,-0.31592893201847183,-0.7813091426714867,-0.3102460183478764,-1.2918672100389235,-0.8138476257455023,0
6,-0.3193717314250676,-0.2264869539002646,-0.05814705316687975,-0.36179069996819896,-0.019273452717771807,-0.04345096135300665,-0.4208125529913595,-0.23108502956713878,-0.25861321540259996,-0.7731684490007399,-0.13103906838849233,1.077102105973478,1.0258479372592162,0
7,-0.08567577533097556,0.9210756716002675,-0.0076776022472522295,-0.36179069996819896,0.04122085054915966,0.05791334300706889,-1.2585479638834567,0.8930891753097678,1.7837340929202379,0.3735575445551578,0.14215246759463523,-0.7510028559710243,-0.7163244329860954,0
8,-0.3094578492248538,-0.21320646827316303,-0.06221432678141061,-0.36179069996819896,-0.0380719689278844,-0.032931638464718124,-0.20692266086689978,-0.218075212901391,-0.21096950644927243,0.14868721203478474,-0.7386820944573458,-0.24538544997473855,-1.2345001740379375,0
9,-0.4060518832302028,-0.25555063065258415,0.0445169771094983,-0.36179069996819896,0.005929367612018424,-0.012935386730827699,0.399098700081106,-0.25955636087211875,-0.5463940077381351,-0.48068843687809665,-0.39305248720822,-0.6213840295748375,0.2144822862120253,0
10,1.8236196050962257,3.659497553587984,0.0445169771094983,-0.36179069996819896,0.037272785421264276,0.01249085227117539,1.6824380528278642,3.575699407982979,1.2995948102822066,-0.01767911580792781,-0.026636741726508928,-0.4235010721172789,-0.7017288690638726,0
11,-0.19072933716229867,-0.25555063065258415,0.04468067542834938,-0.36179069996819896,0.018429062358542185,-0.043021740276606275,0.8625268003970683,-0.25955636087211875,-0.5463940077381351,-0.5709850708699348,-0.7386820944573458,-0.5546282731513678,-0.08330534181506707,0
12,-0.24636295915126188,0.10758449460271595,-0.042620897232772785,-0.36179069996819896,0.013463843046933297,0.01249085227117539,3.0370740355698094,0.09617772424475807,1.0516803760442166,-0.35887535269819415,0.3458931807517567,-0.4095283385416853,-0.1540120689808943,0
13,-0.16221360318166989,-0.25555063065258415,-0.0814048066221073,0.7224344557490489,-0.028247012960755415,-0.037475931448195096,-1.2050754908523418,-0.25955636087211875,-0.5463940077381351,-0.519787908447838,-0.44805511698661343,1.136252267206256,0.9152512521735353,1
14,-0.12282699790719213,-0.21441493191590272,-0.05933071793395684,2.15508326430158,-0.015867869821190286,-0.03912468542420923,0.006967231257559912,-0.2192590469027005,-0.3136427284597213,0.4328148477529295,0.13384119805243272,1.4373706808937197,2.0410865628775987,0
15,-0.4737144873546465,-0.25545955437387247,-0.0814048066221073,-0.36179069996819896,0.01109048328493511,0.01249085227117539,-0.991185598727882,-0.25946714081481753,-0.5451915886417981,-0.7845244729380884,-0.7386820944573458,-1.3317028219486915,-1.1970941196836358,0
16,1.1667831715869799,0.13566790298679648,0.0443910553257667,-0.36179069996819896,0.018444131309412023,-0.004943699070230267,1.058592533418557,0.12368876598562778,-0.3914443356143536,-0.8706617863749542,0.036846555100253246,-0.44442009860557413,-0.10959092917569521,0
17,-0.23413430845960584,-0.20761574712011266,-0.054999008573589615,1.7525565597837995,-0.024291413357425108,-0.04660539561290145,-0.795119864209164,-0.2125984359767525,-0.16668324007319288,-0.15515948329675974,-0.32950913580638586,1.1772017930087317,0.8324660540817771,0
18,-0.26112776172831487,-0.25555063065258415,-0.06985777905391907,0.31016920192841874,-0.032473853679742655,-0.04592409231702784,-0.8129440220287956,-0.25955636087211875,-0.5463940077381351,-0.7474822043805468,0.2403314383925857,1.012956805520661,0.995846688000763,1
19,-0.4524538342991604,-0.19781117127126702,0.0445169771094983,-0.36179069996819896,0.037272785421264276,0.01249085227117539,-0.8307681796345373,-0.2029936867333516,0.02532675255606123,-0.14123775709769085,-0.5873789821766262,-1.0694018665014124,-1.057839141795883,0
20,0.09537332468329192,-0.05581353963859631,0.12522024830308434,-0.36179069996819896,0.035856304039500284,0.01249085227117539,1.2368341116148727,-0.06389010224232161,0.062142459388048674,2.6504889814696804,0.05237591643792678,0.16177060999623216,-0.7593552458183922,0
21,-0.4326112888619271,-0.21369717010721911,0.03908974823066609,-0.36179069996819896,-0.0007235741970114026,-0.03020642528122369,-0.991185598727882,-0.21855591376413566,0.006168430784943623,-0.8706617863749542,0.3292160850463355,-0.06190130506958069,-0.05864120930152801,0
22,0.06995438399251819,0.8706336675146173,0.04729984852996677,-0.36179069996819896,0.037272785421264276,0.01249085227117539,-0.2603951338980147,0.8436752273688874,1.9316453713116675,0.48778018746045343,0.5567923030068059,-0.2684427783326638,-0.42071053572695044,0
23,0.45404290544963755,-0.25555063065258415,-0.06817042715191556,1.0178371179354846,-0.032428646827133166,-0.04732757710652748,-1.2228996484580834,-0.25955636087211875,-0.5463940077381351,-0.3533128040388389,-0.3313369867784807,1.413610376118775,1.3817722598967608,1
24,-0.47792812083842284,-0.25433295846642906,-0.0814048066221073,-0.36179069996819896,-0.0380719689278844,-0.05563947731618551,-0.9377131256967671,-0.2583635060062899,-0.5439825945537472,-0.8681746663429797,-0.7386820944573458,-1.3799783119229616,-1.2345001740379375,0
25,-0.4197375455611423,-0.09092281435980333,0.0445169771094983,-0.36179069996819896,0.019272923607252655,-0.00488238177360164,-0.8664164950599106,-0.09828381646449978,0.757686651208067,0.004226004411634846,-0.06599574897352094,-0.7720305045828655,-0.9646997919617442,0
26,0.002229500218612417,-0.25555063065258415,-0.04403122121056676,-0.36179069996819896,-0.02881209861837403,-0.04578783165785312,1.3081307416100598,-0.25955636087211875,-0.5463940077381351,-0.6372928062461535,-0.6062450292264973,-0.24667788403495744,-0.2297554015514291,0
27,0.9467599651765054,2.2326482579737332,0.0445169771094983,-0.36179069996819896,0.037272785421264276,0.01249085227117539,1.0942408494856,2.1779306616570895,0.7676050961550204,0.16655189117523575,0.16798377347056898,-0.5150200362381175,-0.3226685247869915,0
28,-0.30414423257227724,0.2633052526685815,0.0445169771094983,-0.36179069996819896,-0.00039959175331006345,-0.032931638464718124,-0.6703507605411925,0.2487247447658986,2.022392427691135,-0.047411796697525606,-0.639392617148985,-1.0460236679584038,-1.0882516055337617,0
29,-0.13800388416485293,-0.1983296248799998,-0.0814048066221073,-0.36179069996819896,-0.03030392475448717,-0.04894907895070667,-0.8307681796345373,-0.20350157376314096,-0.29457748578862475,-0.570122325029376,-0.46906008326985416,0.826377975214893,0.8080205337263656,0
30,-0.47294284249781066,-0.25555063065258415,0.043207390558689586,-0.36179069996819896,-0.0380719689278844,-0.025539497704489465,-1.0803063871843703,-0.25955636087211875,-0.5463940077381351,-0.4851627311079906,-0.44671651465418805,-1.3173845091614975,-1.2345001740379375,0
31,-0.290814519197897,-0.1795793906085522,-0.04673853956079628,-0.36179069996819896,-0.018949470274070467,-0.01581048663941433,-0.8664164950599106,-0.18513348714637218,0.055403592500858176,-0.19858275578100187,0.16060527120921553,0.6616422982143768,0.815976890769847,0
32,0.3769807244702384,0.24026005283262442,-0.06866152210846882,0.029915394213082206,0.0018908887789040557,0.012375030710876875,-1.2228996484580834,0.226149228078505,0.4354830793059804,0.26280576325363264,0.6451855718397399,0.6513367866848705,-0.35859133610300237,0
